2015,581,Mick Foley,"A legendary wrestler, a best-selling author, an advocate for abuse victims, a father of four and a part-time Santa Claus, Mick Foley has led a distinctive life. He even has a past history with Marc, who sits down with Mick in the garage to catch up and to find out more about the person behind the battle scars. This episode is sponsored by Squarespace and Stamps.com.",90,"March 02, 2015",http://www.wtfpod.com/podcast/episodes/episode_581_-_mick_foley,explicit
2015,581,Mick Foley,"A legendary wrestler, a best-selling author, an advocate for abuse victims, a father of four and a part-time Santa Claus, Mick Foley has led a distinctive life. He even has a past history with Marc, who sits down with Mick in the garage to catch up and to find out more about the person behind the battle scars. This episode is sponsored by Squarespace and Stamps.com.",90,"March 02, 2015",http://www.wtfpod.com/podcast/episodes/episode_581_-_mick_foley,explicit
2015,580,Kevin Allison,"Kevin Allsion found life after The State with his storytelling show RISK! In the garage at The Cat Ranch, Marc gets a full load of Kevin’s stories that track all the way back to his very early sexual awakening right up until his recent BDSM exploration. Plus, Kevin throws in some stories about The State for good measure. This episode is sponsored by Comedy Central, Birchbox Man and Me Undies. ",90,"February 26, 2015",http://www.wtfpod.com/podcast/episodes/episode_580_-_kevin_allison,explicit
2015,579,Nick Tosches,"Author and journalist Nick Tosches is often called one of America’s greatest living writers. Marc considers him to be an indispensible tour guide through the darkness in life. Nick talks with Marc about his work, including his influential biographies of Dean Martin, Jerry Lee Lewis and Sonny Liston, but more importantly, Marc gets Nick’s unvarnished take on the way we live now. This episode is sponsored by NatureBox and Stamps.com. ",90,"February 23, 2015",http://www.wtfpod.com/podcast/episodes/episode_579_-_nick_tosches,explicit
2015,"",Remembering Harris Wittels,"Comedian and writer Harris Wittels passed away on February 19, 2015. This is Marc’s conversation with Harris, originally posted on September 16, 2013.",90,"February 19, 2015",http://www.wtfpod.com/podcast/episodes/remembering_harris_wittels,explicit
2015,578,Harry Shearer,"Harry Shearer always leaves his mark, whether it’s on The Simpsons or in Spinal Tap or in Christopher Guest’s movies or on his long-running radio show or in his latest performance as Richard Nixon. Harry and Marc talk about those career touchstones as well as his deep connection to New Orleans and the struggles he experienced in two different incarnations of SNL. This episode is sponsored by The Loop Loft, MeUndies.com and Audible.",90,"February 19, 2015",http://www.wtfpod.com/podcast/episodes/episode_578_-_harry_shearer,explicit
2015,577,Conor Oberst,"Conor Oberst is a virtuoso singer-songwriter, known for fronting bands like Bright Eyes, Monsters of Folk and Desaparecidos. Now with his first solo album under his belt, Conor sits down with Marc to talk about the intangible nature of writing songs, the difficulty in being compared to Bob Dylan, and the frightening period of his life when a false accusation turned everything upside down. This episode is sponsored by Giuseppe Makes A Movie, Squarespace and Stamps.com.",90,"February 16, 2015",http://www.wtfpod.com/podcast/episodes/episode_577_-_conor_oberst,explicit
2015,576,Whitney Cummings / Shelby Fero / Pamela Adlon / Desi Jedeikin / Amber Preston,"Live from the LA Podfest, Whitney Cummings deals with codependency, Shelby Fero reckons with being a black sheep, Pamela Adlon doesn’t understand why nipples aren’t allowed on TV, Desi Jedeikin tries to explain what her tweets mean, and Amber Preston surveys the wreckage of a breakup. This episode is sponsored by 1-800 Flowers and NatureBox. ",90,"February 12, 2015",http://www.wtfpod.com/podcast/episodes/episode_576_-_whitney_cummings_shelby_fero_pamela_adlon_desi_jedeikin_amber,explicit
2015,575,Cameron Esposito,"Comedian Cameron Esposito made her mark when a spontaneous moment during an appearance on The Late Late Show put her toe to toe with Jay Leno. Cameron tells Marc about that night and its aftermath, and also discusses what she believes are her responsibilities as an out lesbian in the entertainment industry. This episode is sponsored by 1-800 Flowers and Stamps.com.",90,"February 09, 2015",http://www.wtfpod.com/podcast/episodes/episode_575_-_cameron_esposito,explicit
2015,574,Marty Allen,"92-year-old comedian Marty Allen visits the garage to talk about performing for eight decades and witnessing the evolving landscape of entertainment. Marty tells Marc about his appearances on The Ed Sullivan Show, including the night The Beatles were introduced to America. Plus, stories about Elvis, Sinatra, Nat King Cole, Don Rickles and the Hollywood Squares. This episode is sponsored by Blue Apron and 1-800 Flowers.",90,"February 05, 2015",http://www.wtfpod.com/podcast/episodes/episode_574_-_marty_allen,explicit
2015,573,Jim Gaffigan,"Even though this is Jim Gaffigan’s fifth appearance on WTF, it’s the first time he and Marc actually have a full-length conversation worthy of the garage. Jim talks with Marc about big families, absent dads, clean comedy, Greg Giraldo, working with your spouse, finding your inner voice, and food. This episode is sponsored by Polyvinyl Records, Squarespace and Stamps.com. ",90,"February 02, 2015",http://www.wtfpod.com/podcast/episodes/episode_573_-_jim_gaffigan,explicit
2015,572,Brian Koppelman,"Brian Koppelman is a writer, a director, a producer and a podcast host, but his most life-defining event occurred two decades ago in an entirely different field… the music industry. Brian tells Marc about the person who changed everything for him, way before he wrote Rounders, before he directed Solitary Man and before he hosted The Moment. This episode is sponsored by NatureBox and Birchbox Man.",90,"January 29, 2015",http://www.wtfpod.com/podcast/episodes/episode_572_-_brian_koppelman,explicit
2015,571,Jimmy Dore,"Jimmy Dore was one of the early adopters of the comedy podcast. Marc and Jimmy discuss their podcast origins, Jimmy’s massive Irish family, Bill Hicks, George Carlin, and the perils and rewards of doing political comedy. Plus, Marc gives Nick DiPaolo a call to talk about his new special, Another Senseless Killing. This episode is sponsored by MeUndies.com and Stamps.com.",90,"January 26, 2015",http://www.wtfpod.com/podcast/episodes/episode_571_-_jimmy_dore,explicit
2015,570,Andrea Martin,"Actress and comedian Andrea Martin conquered the stage and screen, earning Tony and Emmy awards, performing in the legendary cast of SCTV and publishing her memoir, Lady Parts. But as she explains to Marc, there was one accolade that remained elusive throughout her career: Praise from her father. It’s a situation Marc has no problem understanding, for obvious reasons. This episode is sponsored by Casper and Birchbox. ",90,"January 22, 2015",http://www.wtfpod.com/podcast/episodes/episode_570_-_andrea_martin,explicit
2015,569,Jason Schwartzman,"Despite being a member of the Coppola family, all Jason Schwartzman really wanted was to be in a band. But he tells Marc about the chance occurance that got him cast in Rushmore without any prior acting experience. Jason has more great stories about his past projects, from I Heart Huckabees all the way up through his latest film Listen Up Philip and his new series Mozart in the Jungle. This episode is sponsored by Stamps.com and MeUndies.com.",90,"January 19, 2015",http://www.wtfpod.com/podcast/episodes/episode_569_-_jason_schwartzman1,explicit
2015,568,Mike Judge,"Mike Judge and Marc have a lot to talk about. First of all, they both grew up in Albuquerque. Then there’s Mike’s groundbreaking animated work, which began on a whim and wound up birthing Beavis and Butt-head, King of the Hill and Office Space. There’s also Mike’s cult classic Idiocracy and his latest show Silicon Valley, which Marc loves. We’re going to need a little extra time for this one. This episode is sponsored by Squarespace and NatureBox.",90,"January 15, 2015",http://www.wtfpod.com/podcast/episodes/episode_568_-_mike_judge,explicit
2015,567,Jeff Garlin,"At long last, Jeff Garlin is in the garage for a one-on-one with Marc. They talk about how Jeff got paired with Larry David to birth Curb Your Enthusiasm, how Marc and Jeff once pitched a cop show together, and how Jeff found inner peace after getting arrested. Plus, Judd Apatow calls in to talk with Marc about the ghastly Bill Cosby situation. This episode is sponsored by Xero, Stamps.com and Draft Kings.",90,"January 12, 2015",http://www.wtfpod.com/podcast/episodes/episode_567_-_jeff_garlin,explicit
